age,income,policy_amount,num_claims,fraudulent
75,35569,37836,3,0
21,52227,6637,1,1
20,26508,43431,0,0
24,36608,46161,1,0
73,95969,46225,4,0
35,44520,11251,2,1
59,97424,40893,3,1
24,50932,38006,3,1
57,39734,26430,4,0
23,89363,36062,2,1
39,70555,45785,2,0
75,36257,38058,4,0
18,52194,11464,2,0
21,36793,6808,4,1
63,54684,15281,1,0
66,73219,34893,4,1
69,22859,34304,3,1
67,59840,39698,0,0
60,79327,44757,1,0
46,54819,13998,3,1
38,93750,19517,1,0
43,61704,45547,3,0
31,86137,47866,2,0
26,80379,27969,4,0
76,44318,40444,3,0
64,83956,20783,3,1
29,25274,36107,2,0
59,38226,8759,0,0
68,63634,19789,0,0
73,84501,33645,4,0
68,39046,14810,2,1
23,94210,18214,1,0
37,41910,10121,3,0
41,31503,34482,4,0
44,68392,37472,0,1
55,81472,14000,1,0
25,90904,36087,2,1
18,65335,5941,3,1
71,42487,39106,3,1
66,56593,6321,0,0
66,95927,23038,0,0
41,29874,8068,4,0
64,74822,26122,3,0
24,73948,44361,3,1
36,23608,46354,3,0
39,74501,5791,3,0
74,73912,15136,1,1
72,47546,20747,2,0
77,88203,5743,1,0
52,82496,11524,2,1
79,75186,18866,1,0
47,62346,44342,4,1
46,25230,21315,2,0
39,45720,34911,3,0
28,63023,37961,2,0
37,57602,45662,3,0
79,87082,9274,4,0
46,35050,34838,2,0
68,71315,19332,0,0
58,72164,29793,3,0
59,50134,41350,2,1
51,35640,20418,1,1
18,81671,45897,2,0
48,34284,16682,3,0
47,80526,26727,0,1
65,23423,48775,0,0
35,48577,8903,1,0
72,78900,17115,4,1
75,87868,12962,0,0
34,26066,17025,4,0
55,77888,34903,3,0
31,28583,21907,2,1
40,58057,8296,4,0
42,42604,25863,3,0
32,46564,45479,3,0
63,81429,10685,3,0
73,48941,11647,1,0
39,75511,35145,1,0
20,57962,45562,4,1
73,58573,43358,3,1
72,45692,25767,4,1
36,78420,38166,0,0
74,55763,10430,4,0
61,65680,8880,2,0
51,26393,5126,3,0
52,53488,23154,4,1
67,41459,44793,1,0
78,32554,10925,2,1
18,57867,7081,4,0
69,98104,39825,4,0
38,65015,10287,4,0
46,25057,43671,1,0
23,25305,10335,4,0
54,81276,7989,0,0
18,52740,45343,0,0
68,44118,33173,0,0
18,26674,10721,4,0
44,62331,21723,2,0
38,35316,7728,1,1
70,36217,22975,0,0
33,87541,29227,0,0
61,34602,27167,2,0
76,33987,40929,0,0
78,69915,14500,1,1
71,33543,13175,2,1
57,47944,42397,3,0
43,78241,11901,1,0
33,29144,15890,1,0
45,58459,16315,4,0
18,59827,20426,3,0
53,50741,36316,3,1
27,90015,40065,2,0
60,89734,20239,0,0
34,94627,19750,3,0
74,89741,28674,2,1
76,89177,18513,3,1
40,23543,31085,1,0
24,25591,43086,3,0
61,76395,31156,0,0
70,80434,24817,2,1
24,49055,9633,0,0
61,26116,39819,4,1
32,75485,8876,0,0
51,86297,10908,0,1
63,22407,11427,2,0
62,51594,6823,1,0
21,86421,40508,3,0
31,55411,39556,3,0
31,96661,20641,2,1
33,75444,15896,2,0
24,46238,17915,1,0
49,61703,24804,1,1
36,55196,24411,4,1
19,97221,8101,3,0
27,32738,33536,3,0
67,35772,43641,4,1
78,85270,8588,2,0
34,96169,19709,3,0
54,43492,25229,0,0
29,74979,27121,2,0
23,70338,30723,2,0
39,84551,16709,1,1
49,56855,6417,4,1
58,26228,25293,2,1
37,88367,49649,1,1
18,40045,40540,0,1
71,96591,31745,0,0
64,44318,40017,3,1
70,78458,25242,4,0
75,33795,7749,4,0
23,74524,37008,1,1
36,41747,23989,3,0
35,67373,39615,4,1
23,51560,13770,3,1
62,31282,6136,1,0
50,53831,16602,3,0
40,83073,40901,2,0
40,43043,15466,2,1
43,85322,15413,2,0
30,72900,6157,2,0
24,40929,12452,0,0
32,55500,17050,0,1
61,21872,31225,4,0
44,57488,45043,0,0
43,87505,19478,3,0
50,45460,34240,3,0
32,32155,26797,0,0
53,31870,42140,3,1
62,23717,10611,4,1
72,21374,22970,1,0
44,41826,35166,0,0
74,94215,23707,2,0
22,33427,5233,3,1
78,84442,37001,3,1
19,54708,45684,1,0
72,44271,5031,4,1
75,83572,33014,3,0
50,36631,30947,2,0
33,39887,13951,1,0
40,45259,8203,3,1
55,77987,43662,2,0
72,69630,6794,3,0
33,39144,5761,2,0
31,98191,33936,1,0
46,69060,20574,4,0
43,75092,38049,0,0
52,40836,9071,0,0
32,86904,17095,4,1
20,64456,26009,3,1
40,56380,33631,1,0
46,97735,27362,2,1
51,31569,35700,1,1
50,51182,36232,4,0
58,98651,46775,3,0
58,41649,22854,3,0
40,47003,8287,4,0
24,36551,27090,1,1
20,43826,32161,0,0
75,44729,21894,1,0
49,71696,45729,3,0
48,23868,30130,3,0
35,61274,49665,4,0
60,58718,44552,1,0
24,52353,32718,0,1
58,61682,44356,1,1
18,50653,47184,3,0
78,34141,39633,1,0
31,31537,5765,3,1
69,50401,37158,3,0
49,47387,29640,2,0
23,26630,41217,0,0
56,63461,10765,4,0
27,64293,20461,0,0
24,43070,20336,1,1
43,33416,35761,2,0
51,28629,42742,3,0
47,83444,6383,0,0
53,28360,20458,3,1
38,32011,7435,3,0
79,60721,33736,2,1
77,56069,34992,0,0
34,73270,39218,2,0
50,31227,45692,3,1
27,59587,28442,0,1
68,81720,28700,3,1
64,64550,43396,3,0
59,88305,21825,0,1
68,96028,31013,4,0
29,73651,32763,2,0
73,71332,34574,1,0
33,88881,7367,3,0
58,88201,9865,2,0
49,44807,46842,2,0
32,63552,44927,0,1
79,97902,10198,0,0
44,94861,36076,0,0
45,90976,12286,2,1
34,77300,35281,0,0
63,46951,24734,1,0
76,40264,7829,2,0
67,39121,40381,0,0
75,70539,6915,3,0
19,50311,44980,2,1
53,62397,14440,4,0
67,39749,9819,4,1
24,49218,12879,2,1
30,71591,29816,2,0
32,64133,37225,4,1
42,64867,15334,3,0
40,21316,46324,3,0
77,57972,22592,3,1
39,99048,34831,1,0
43,86220,9120,1,0
50,97271,15557,3,0
28,62635,44244,4,1
27,71265,7961,1,0
42,70109,17849,0,0
54,68797,26160,1,1
65,28079,37545,4,0
60,80887,15339,4,0
70,42412,6616,2,0
55,55862,13911,4,0
58,34821,30549,3,0
62,93118,11825,4,0
41,94548,23230,1,0
57,53655,13882,1,0
63,64688,37855,1,0
73,74576,21308,4,0
50,72236,49808,3,1
34,65221,30069,3,1
41,86092,27500,2,0
54,74445,20874,0,0
74,28900,14333,3,0
19,53485,5977,1,1
49,33891,31810,2,0
74,35014,30117,3,1
77,92083,11722,3,0
79,57964,20670,0,0
41,71171,18217,0,1
26,64739,46770,0,0
21,63374,25891,3,0
34,59459,41260,3,0
34,27045,36814,1,0
70,63255,9925,4,0
67,71965,22517,0,1
65,21237,20218,1,0
47,72195,42633,1,0
57,56326,29153,2,1
75,25293,46528,1,0
28,45274,14513,0,0
38,39237,45434,4,0
38,98347,28088,1,0
35,38229,48704,3,1
72,98847,36430,3,0
46,76718,17817,1,0
41,88718,12365,0,1
27,69615,44400,4,0
62,91296,39535,4,0
34,92796,39842,0,0
35,21915,38845,3,1
59,94651,25983,3,0
65,72774,9832,2,0
37,27076,13670,1,1
54,53083,32809,1,0
62,73918,23069,3,0
35,24793,34911,1,0
34,70528,20166,0,0
26,86798,39139,4,0
31,29319,10459,2,0
66,33194,33476,0,0
46,39309,32177,0,0
48,78396,8423,0,0
21,46998,47656,1,0
35,23468,25360,4,0
76,32651,6398,2,0
37,40405,35232,3,1
73,34482,49940,0,1
73,24409,10361,0,1
64,86083,6401,0,0
60,43426,31284,3,0
61,74757,6412,1,0
26,34436,27814,1,0
30,36490,8230,4,0
32,72136,45289,1,0
44,48962,43617,1,0
32,49288,48462,2,0
45,42236,43824,2,0
54,34923,21179,1,0
72,86786,40027,2,0
36,75891,11276,4,0
43,33264,26768,1,0
69,87147,28132,2,0
43,27928,14575,3,0
42,54558,12831,2,0
43,76369,7812,2,0
43,86403,40243,3,0
63,65213,28357,4,1
45,23816,8100,3,0
66,55916,24785,4,1
35,67838,42783,3,0
49,31573,49859,4,1
70,63334,28021,4,1
20,85364,5387,0,1
19,33157,27248,0,0
50,29322,36454,2,0
59,22482,18192,3,0
36,55867,7380,4,0
34,99211,42103,0,1
61,97271,33853,2,1
50,99386,39048,2,1
29,26732,5743,2,0
66,60753,45124,0,0
73,54422,18128,1,0
20,96964,45791,2,0
60,76284,18566,1,0
66,31311,46302,1,0
72,89269,16475,1,1
43,59579,22014,2,1
52,93878,38065,4,0
25,96000,45916,1,0
69,68514,36898,0,0
53,65311,46657,0,0
70,30300,43084,1,0
71,85375,35544,1,0
24,54563,22889,1,0
63,68960,15952,0,1
63,99244,13570,3,0
53,48090,13897,4,1
33,36328,23798,3,0
41,46654,10656,0,0
78,26214,30346,0,1
71,77740,17193,2,0
79,84949,47054,3,0
18,58913,10147,1,0
66,47552,16656,1,1
42,55377,42212,0,1
27,45734,18429,2,0
71,38610,45315,3,1
33,77607,47191,2,1
33,99158,22830,4,0
75,48875,33764,2,0
25,75082,7402,4,1
46,43226,10642,3,0
56,47677,23210,1,0
45,30298,12918,4,0
23,55848,22476,1,0
33,83654,26061,2,1
37,37744,37891,2,0
33,43434,35429,3,0
24,68001,33170,1,0
58,87262,43565,3,0
31,79633,38370,4,0
60,68917,25215,2,0
43,99804,46264,2,0
43,66745,8228,2,0
31,20907,32735,2,0
24,78602,14443,2,1
50,33764,44276,4,0
43,44409,36711,4,0
74,28390,49677,3,1
62,50172,16475,0,0
37,60542,41057,2,0
20,67324,44764,2,1
69,68196,9844,0,0
21,88901,46645,3,0
78,45836,42003,4,0
43,41663,29630,2,1
28,25951,24596,3,1
19,35175,25553,0,0
31,31027,40974,4,0
61,95630,34668,4,0
47,32167,48915,3,0
66,94305,20164,1,0
29,43060,22025,1,0
43,86556,9839,1,1
61,97381,43937,0,1
50,30485,12655,1,0
30,93450,5061,3,0
31,28802,38260,4,0
41,53314,35664,3,0
79,68298,28206,3,0
51,39565,22523,2,0
61,64233,26874,0,0
43,68384,11794,4,0
38,72485,22639,2,0
45,98253,40263,0,0
65,82970,46961,4,0
53,57669,6125,2,1
57,46272,25265,1,0
19,31842,16736,3,0
59,84099,38914,1,0
26,22082,19802,4,1
40,73804,19221,2,0
32,46261,8849,2,0
30,29795,27814,2,0
40,65309,9616,3,1
34,81456,29564,2,1
79,40180,5715,0,0
65,83288,39411,0,0
77,66335,5123,0,1
19,53268,23157,1,0
37,86551,30497,4,1
37,44489,7177,1,1
76,79398,22887,1,0
63,74470,20109,3,1
20,97402,43429,1,1
72,52161,31428,3,0
29,87635,7124,0,0
57,91922,41022,0,0
19,90874,7413,1,0
53,80361,25771,1,0
31,93836,11089,0,0
33,80766,10833,2,0
36,41400,20748,0,0
51,44641,47083,2,1
61,72233,26387,0,0
78,89833,10753,4,0
63,39332,19138,3,1
23,35201,44021,3,0
30,65382,6702,4,1
53,66129,39433,2,0
39,53808,26773,1,1
35,98346,17425,1,1
29,93524,43575,3,1
69,76625,23495,1,0
76,60327,25098,2,0
71,39579,11983,1,0
47,41483,26494,0,1
70,20503,16216,4,0
68,90880,49995,3,0
57,28947,7397,1,0
24,29533,31770,2,0
49,67576,43222,1,1
65,60916,21185,4,0
36,66923,33201,0,0
23,75162,16101,3,0
37,86917,9502,3,0
44,27012,5343,2,0
70,35213,17939,0,0
60,47563,6544,1,1
54,35212,20950,1,0
65,80188,8996,2,0
24,66576,35545,0,0
76,30711,28232,2,0
22,29515,29614,4,0
28,40193,35015,4,0
32,87667,42150,1,0
20,22424,45814,4,0
75,64344,9986,2,0
22,83092,17949,3,0
40,79595,24807,4,0
70,74626,14220,2,0
54,29200,5235,3,0
26,70469,12993,3,1
32,43031,30544,4,0
20,23216,19836,0,0
46,65594,10224,4,0
23,20016,22614,4,0
34,46378,38006,0,0
43,51734,31430,4,0
38,98886,26308,2,1
25,34450,5051,0,1
38,21473,31731,2,1
74,45525,14572,3,0
28,48572,6056,0,1
55,62028,29597,3,1
25,57079,13498,1,1
59,78967,28993,1,0
41,72047,23993,2,0
78,50110,17485,3,0
52,21946,8600,3,0
72,41943,23349,0,0
31,35740,11532,1,1
72,94712,41346,2,1
31,64651,43329,2,1
27,57269,40311,0,1
29,97154,26468,0,0
55,58682,47262,2,0
61,44601,44075,0,0
72,52850,41382,3,0
63,61132,18139,2,1
51,70150,42910,4,1
58,25804,9806,1,0
27,72034,34357,1,1
75,65061,49601,4,0
34,47419,12611,4,0
34,43746,31904,3,1
20,98348,16206,2,0
79,87581,36950,0,0
48,45336,6707,1,0
68,65952,13493,4,0
18,67143,13509,2,0
29,79379,27290,0,0
56,54320,24339,1,1
21,56516,24311,2,1
59,79789,7720,1,0
30,91114,40790,3,1
51,81240,13868,1,0
59,61798,20749,3,1
38,75920,29792,3,0
39,86473,16892,3,1
74,85326,32472,0,0
21,93131,27442,0,0
35,20424,28802,3,1
22,83874,17721,2,0
36,23051,9851,3,1
19,79481,40757,2,0
29,83872,41598,1,0
34,97774,33232,0,0
27,47786,43171,2,1
51,88230,31082,2,1
23,89131,44618,2,0
25,21267,30866,4,1
78,85957,6939,0,0
68,82645,36989,4,1
28,39650,28709,1,0
74,27017,12715,2,0
29,29849,13427,0,0
26,82453,47743,0,1
19,69117,41963,0,0
25,77247,7786,2,0
75,64899,19454,3,0
28,61644,6377,3,0
77,87762,40523,3,0
70,24388,35807,4,0
53,87958,23467,2,1
27,59994,42177,1,0
38,94805,17287,4,1
37,97713,17838,0,0
65,97568,37065,3,0
25,92852,44338,0,0
53,22843,42380,4,0
46,48015,32276,3,0
59,89647,41872,2,0
29,65231,15522,3,0
78,66546,34132,3,0
31,71055,45425,3,0
65,69577,10478,4,0
71,55169,33337,3,1
67,61709,10025,4,0
38,49415,12764,0,1
39,35685,7112,2,0
38,35963,8500,3,0
61,49698,34526,4,0
67,82415,36521,3,1
47,76400,43755,3,0
56,75450,45392,3,0
37,70711,33807,1,0
41,91571,14201,2,1
40,92607,23013,2,0
24,40578,16311,4,0
26,48842,35627,0,0
18,36531,19947,0,0
43,22170,14041,0,0
55,27297,11260,3,1
55,24163,28306,4,0
71,60794,48827,3,0
78,61787,28550,1,0
61,77219,31615,4,0
39,44448,16427,4,0
61,89152,38246,4,0
27,76437,39078,1,0
72,48299,17823,4,0
79,61119,36213,1,1
75,97093,23527,0,1
23,58648,38181,4,0
34,34096,32207,3,0
68,94279,8936,2,0
67,27391,29571,1,0
55,94891,22778,0,1
41,82830,23674,0,0
68,90783,49404,2,1
27,60286,19374,4,0
73,91826,35592,3,1
25,57595,49108,2,0
38,82740,20317,4,0
73,70929,34181,4,0
23,52827,16780,1,0
38,46209,21523,3,1
74,93396,46211,3,1
79,98961,13860,1,1
56,33806,25402,4,0
41,45406,28276,4,1
50,54360,12242,3,1
76,58865,32521,3,0
35,26458,6052,3,0
73,29151,20400,3,0
45,74869,24947,4,0
74,92024,30699,3,1
69,44541,39111,4,0
49,41803,21953,1,0
29,63183,34394,0,0
65,64776,21262,1,0
59,82323,8916,1,0
44,31170,14192,2,0
27,67284,40691,1,0
63,29260,48196,2,0
74,27636,42313,2,0
69,56108,41693,2,1
59,35941,28942,1,1
49,88971,8392,0,0
59,48355,24001,2,1
43,92836,33696,3,0
42,53733,27319,3,0
28,27444,42123,4,1
40,34610,23311,3,0
51,86036,32120,3,1
74,24554,43100,2,0
69,45545,27642,1,0
57,70139,9547,3,0
79,81971,34371,1,0
40,66059,44683,0,0
46,26771,25103,3,0
48,89468,16865,0,0
24,46055,14743,0,0
57,57202,39450,4,1
50,47700,21768,1,0
38,23567,26092,1,0
19,87194,40804,4,0
35,62836,15458,2,0
64,46627,28407,4,1
50,58568,9652,4,0
54,40760,9445,4,0
51,49985,21773,0,0
37,99944,36096,1,0
52,60785,6142,2,1
68,55583,27535,3,0
67,53738,6730,3,0
78,44204,25769,3,0
71,98821,9123,2,0
35,36643,8230,3,1
63,90561,49176,2,1
79,57126,23898,3,1
41,78126,46067,3,0
25,65258,13968,2,0
78,54527,12992,1,0
47,43898,15125,2,0
61,99923,27430,2,1
70,76912,13629,4,0
27,66435,14226,0,0
40,23794,22220,0,0
69,89126,9702,1,1
66,34698,5641,1,1
28,32332,40942,1,0
19,29593,23192,0,0
75,78132,8875,1,1
43,31036,46602,1,0
53,99908,13894,2,0
50,73164,7848,2,0
64,39351,21077,0,1
30,78413,8612,2,0
57,38059,12062,1,0
42,47188,47682,2,1
21,87852,40322,4,0
59,31829,27704,2,0
36,93673,6462,0,0
35,44502,44579,1,1
54,47204,33405,1,0
47,21265,16974,0,0
36,55751,38278,2,0
75,44315,39924,1,0
40,67457,7919,1,0
76,66875,26575,4,0
71,80359,11632,0,0
33,63420,13924,2,1
18,53379,48910,2,0
29,84102,49920,1,0
41,74664,39005,3,0
51,90960,22864,4,0
70,95475,15657,4,1
74,79469,23394,4,0
25,54396,11897,1,0
35,33176,43397,0,0
74,85036,28874,0,0
65,27907,34873,4,0
22,23372,24119,3,0
43,47572,28670,3,1
47,44592,15951,2,0
71,33102,20768,3,1
30,45642,5577,4,0
36,23139,29463,2,0
46,97179,18369,4,1
20,38643,35836,0,1
43,80117,16688,4,0
57,48780,22202,2,0
76,80332,12188,4,1
75,50632,19135,1,1
75,58493,39657,2,1
29,68352,5558,3,0
19,49408,31195,0,0
28,98755,19443,3,0
61,45939,37014,4,0
45,66880,28215,3,0
35,56843,10949,2,0
30,98314,45411,1,0
54,58930,7902,3,1
39,49870,18762,4,0
29,78144,25724,3,0
19,78103,16308,3,0
54,60770,30259,2,0
24,50158,10895,4,0
43,67401,45318,4,0
43,32992,27081,1,1
41,45390,41678,2,0
29,65858,49732,2,0
33,36756,29646,0,1
40,41971,27368,1,0
57,27071,30838,1,0
79,66517,7155,4,0
77,26586,34903,4,0
26,39703,45724,1,0
49,96177,34393,2,1
32,56735,47331,0,0
54,86358,23299,4,0
30,59648,36247,0,0
22,32129,35101,1,0
28,56656,19213,2,1
27,49665,9351,0,0
69,33499,45236,3,0
30,95888,18241,1,0
58,39654,28451,2,0
70,95653,27179,1,0
63,89529,31123,1,0
67,38982,9455,0,1
32,99874,45459,0,0
59,50173,22597,3,1
73,57525,48100,4,1
24,47328,14052,3,0
57,31360,46949,2,0
45,42625,40691,2,0
49,64894,22816,1,0
52,36471,5340,0,0
32,59883,48337,1,0
65,22703,19206,4,0
53,96687,36518,1,0
38,71570,6198,2,0
23,89683,42064,2,0
18,85524,18030,3,1
21,54515,25577,1,0
28,93768,35248,0,1
61,35151,20510,4,1
43,95866,47251,4,0
78,69190,9934,0,0
54,96812,29927,4,0
40,76195,30877,0,0
46,84108,16831,0,0
38,38535,24471,3,0
65,63050,43841,1,1
62,52976,21839,2,0
62,20599,10853,2,0
66,77948,41018,1,0
44,79867,5257,4,0
56,23709,31685,0,0
57,44110,35172,2,1
30,69365,34671,3,0
40,25723,9730,4,0
76,75704,16305,3,0
33,47394,37116,2,0
47,84120,43186,1,0
78,30316,42939,1,1
21,42622,28443,3,0
57,44844,27839,4,0
33,71560,15818,2,0
48,79921,11202,0,0
70,41162,43946,1,1
59,48833,22031,3,1
42,37206,18298,2,1
61,71747,39379,4,0
29,95827,34164,0,0
43,97195,34162,0,0
54,75387,35842,1,0
65,45226,34797,0,0
50,26500,35490,2,0
45,21634,26366,1,0
26,34059,41354,1,0
29,90350,32960,1,0
22,24076,29057,2,0
71,58210,11080,3,1
69,45931,17781,0,1
71,52007,36942,0,0
45,42744,22016,3,0
73,50396,29232,1,0
52,69954,5329,4,1
22,86038,35595,2,0
51,32756,10446,1,0
63,99798,17245,1,0
51,30605,48134,1,0
30,42416,5668,0,1
56,76558,37530,0,1
59,57487,19822,4,0
62,22870,21825,2,1
65,24758,9020,1,0
75,58736,27061,0,0
31,97195,29849,3,0
28,85138,30602,0,0
59,70250,33924,1,0
55,60558,31133,1,0
21,73092,40894,0,1
70,95121,40701,3,0
50,75604,24752,3,0
24,57039,33269,1,0
73,89859,27900,0,0
58,68745,41574,2,0
25,25461,34140,2,0
54,60831,26639,1,1
68,71137,13066,3,0
27,54030,16509,2,0
60,25731,13261,0,0
74,41500,17768,4,0
32,95439,32153,4,0
55,53117,9585,3,0
32,51174,32632,4,1
22,53208,43585,0,0
46,99435,5116,1,0
36,88688,20616,1,0
71,45960,23197,0,0
68,30247,34590,1,1
27,46038,34099,0,0
29,47770,36858,0,1
71,92485,13685,4,0
21,84654,8858,4,1
48,87741,19138,3,0
35,77773,36216,4,1
33,72633,24067,1,0
57,39564,41498,4,0
53,98669,44396,0,0
42,38114,43211,4,0
40,52803,39308,1,0
29,79341,35980,3,0
51,43545,13088,2,0
53,82759,45727,0,0
54,96488,19464,1,0
20,88071,20406,1,0
26,73866,18499,2,0
78,90499,11162,3,1
70,98243,11797,0,1
35,83153,9858,3,0
60,32860,5837,2,0
52,99783,7015,0,0
79,37670,12234,4,0
74,61280,9748,3,0
72,81439,33454,4,1
51,99423,5063,0,1
58,55061,45989,2,0
31,70764,33547,4,1
21,43810,28567,4,1
46,65588,7325,1,0
58,35933,10850,0,0
62,50034,9372,2,0
67,21947,26149,1,0
32,39715,28575,3,0
45,50956,7879,2,0
59,36303,39956,1,1
33,44031,24165,3,1
29,37977,17313,2,1
69,62707,23529,1,1
22,34465,21659,2,0
51,95761,19908,4,0
59,36640,22650,1,0
18,51535,11576,4,0
56,59280,41872,1,0
49,22991,48903,4,0
43,37801,7319,0,0
34,27965,35467,4,1
65,33730,21415,0,1
76,49553,32775,2,0
44,28301,15256,3,0
41,38936,45488,3,0
52,34155,16736,3,0
63,68848,31924,0,1
59,22042,39575,3,0
71,38565,49819,3,0
56,67602,11063,4,0
43,57260,48158,3,0
66,56326,8562,0,1
79,62581,9504,4,0
55,23658,45753,0,1
40,57548,47852,1,0
39,39668,37355,3,0
21,60285,17631,0,0
66,42546,21325,0,1
76,57874,28118,4,0
26,71318,36811,1,1
21,57165,9123,1,0
24,82970,16292,3,0
40,76820,33883,2,0
19,65411,26167,2,0
66,95998,16880,4,1
41,56479,43367,3,0
57,59906,5071,4,0
72,93198,37234,3,0
79,92940,48117,1,0
48,62605,10516,2,0
64,29542,17519,0,0
48,47774,13234,2,1
64,28556,9360,3,1
57,66123,39599,2,0
65,98342,21429,0,0
68,62586,29558,1,0
60,34864,33217,1,0
51,78989,45160,3,0
72,76093,23059,2,0
41,53749,45036,3,1
66,79739,16544,2,1
77,62996,11381,4,0
43,37305,28128,3,0
33,97474,47229,2,0
74,36318,33559,4,0
64,72810,11834,3,0
30,57820,33539,1,0
32,81800,24174,4,1
44,90942,34398,3,0
21,40661,27727,0,0
33,50816,38780,1,1
47,32850,19772,4,0
61,98137,25973,2,1
47,85057,42570,0,0
53,59866,12530,2,0
20,46644,15197,0,1
39,72919,40085,3,0
66,47428,36509,3,1
39,78491,34409,2,0
67,53380,23559,2,1
74,92822,37596,2,0
67,95604,49089,4,0
72,95341,42993,1,0
77,23017,31036,2,0
66,29926,43996,3,1
29,64508,26505,3,0
72,43486,35132,2,0
38,49511,37558,2,0
73,30002,29116,3,0
21,68586,47424,4,1
48,88737,16233,0,0
61,84668,26528,3,0
48,47048,14250,0,0
75,60324,44580,2,0
40,86877,30547,1,0
71,99517,12824,2,1
70,94232,10455,2,0
37,34525,23888,2,0
32,72634,30474,3,1
40,81491,47773,3,1
45,25565,6502,1,1
33,92053,36117,0,1
54,34287,12042,0,0
38,97365,35501,0,0
32,22422,29918,2,0
34,49060,25244,1,0
67,61633,29242,2,0
54,91521,49311,1,1
30,33790,24244,4,0
36,45168,39016,3,0
47,44019,35766,2,0
62,63739,10010,4,0
35,23668,44073,0,0
31,96280,27146,4,1
79,48754,39907,3,1
53,75614,31555,3,0
53,24509,48757,3,0
37,22500,33980,4,0
69,95440,18960,0,0
36,46921,38920,2,1
62,74551,41512,0,1
61,36683,25005,1,1
24,97952,18472,1,1
74,34833,8907,2,1
61,38290,18225,3,0
70,34003,29131,2,1
21,91656,16603,4,0
76,61253,47251,3,1
51,99787,33889,2,1
19,71025,40628,2,0
22,91708,5163,4,1
72,42706,39482,4,0
27,62732,8462,0,1
49,96591,15287,1,0
59,52716,11227,2,0
58,26880,24044,0,0
30,48949,36790,3,0
56,86064,38001,3,0
22,63093,39644,1,0
75,42844,46921,3,0
27,42360,24754,1,0
27,63322,35866,3,1
55,40704,11339,3,0
44,72646,26493,2,0
77,68181,43859,4,0
68,50589,36937,2,0
38,29212,9481,0,1
25,33850,19312,4,0
18,59767,42227,2,0
45,27322,45801,4,0
66,55911,44185,4,0
56,66580,22791,4,0
31,70622,5207,3,0
38,25678,42138,4,0
47,85265,28534,3,0
38,86918,14944,4,1
66,41780,37669,3,1
26,47506,13687,4,0
34,62296,22285,0,0
22,59882,37282,2,0
75,80510,49558,4,0
74,62202,31782,0,1
79,21705,28467,2,1
48,91533,23133,1,0
69,60730,9489,4,0
78,51051,14108,1,0
57,97665,11582,2,0
55,70467,20738,2,0
60,50785,13030,4,1
36,49402,26118,0,1
53,22704,16593,4,1
67,47027,26049,0,0
50,79092,7194,4,0
30,25725,22343,0,1
31,84105,34439,3,0
73,45223,48117,0,0
50,47384,46353,0,0
79,82993,49592,2,0
46,50027,9538,1,0
60,32767,25442,4,0
66,38354,9842,2,1
53,68777,31442,1,0
75,41901,45338,2,0
61,69966,46464,2,1
27,88637,22103,4,1
48,36515,10773,3,0
23,44806,35741,2,0
74,23573,40646,4,0
18,61941,46593,0,1
24,63915,20586,1,1
75,73780,35115,4,0
44,25060,22392,3,1
38,69094,48293,4,0
45,76899,49180,4,0
33,75421,27617,0,0
73,65610,16382,1,0
63,30933,49807,1,0
40,92168,32740,3,0
69,63898,11772,1,0
37,25589,36721,0,0
55,31612,44358,3,0
71,67611,19647,0,1
42,38888,21504,0,0
45,39417,11460,4,1
22,81323,11281,4,0
73,97551,27246,4,1
38,65440,41499,2,0
35,55744,33491,0,0
64,31891,24975,1,0
23,92131,49536,3,0
74,82093,30416,2,0
46,70294,11635,4,0
36,48557,24189,2,1
50,81166,16498,2,1
18,22192,28049,0,0
62,65032,43129,0,1
20,69851,15427,1,0
59,62861,35521,3,1
38,54946,11570,3,0
52,69884,29988,4,0
58,66360,44114,1,0
57,83252,13408,3,0
20,61472,20674,2,0
42,55455,24197,2,0
62,48672,38573,3,1
55,23756,32385,2,0
62,90030,30847,2,0
72,78151,12420,4,0
37,54047,47147,2,0
69,92074,18806,3,0
61,82391,9257,0,0
62,22221,32130,2,0
51,25164,23696,3,0
38,53622,39763,2,0
73,55980,31733,1,0
72,71738,9995,4,0
65,99921,23126,0,0
40,43612,30918,2,1
23,98066,38923,3,0
68,88876,46353,0,0
70,80572,28147,2,0
30,53043,19887,1,1
66,97831,28331,3,0
40,86250,12202,4,0
26,58822,49602,2,0
34,79424,42585,3,0
78,86345,23424,2,0
19,72878,40632,4,0
36,84963,43597,1,0
36,20036,44017,4,0
73,52402,42983,4,0
24,30273,42880,4,1
71,45030,18341,0,0
59,72460,25640,3,1
59,96939,30905,2,0
76,39039,14838,1,0
37,34017,29275,2,0
26,59215,11339,0,1
34,32583,40153,1,1
44,52919,18449,0,0
64,67025,16029,2,1
19,64254,26813,1,0
79,66275,43066,2,1
53,77943,17624,3,1
36,29514,27659,0,1
34,58416,27776,3,0
22,21511,17068,3,0
56,38642,41294,2,0
35,71894,28026,2,0
70,44225,17350,4,0
71,40846,31880,4,0
76,49152,30847,1,0
24,86107,39055,2,0
34,70354,19802,0,0
56,46188,9944,2,0
53,80910,5360,2,1
57,62530,23358,3,0
62,98753,8464,3,1
21,61999,23610,4,0
55,26609,35607,1,0
42,78769,10044,1,0
